"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Netherlands (NL)","Actual Total Load [MW] - Netherlands (NL)"
"22.05.2022 01:45 - 22.05.2022 02:00","10990","9860"
"22.05.2022 02:00 - 22.05.2022 02:15","10934","9769"
"22.05.2022 02:15 - 22.05.2022 02:30","10893","9691"
"22.05.2022 02:30 - 22.05.2022 02:45","10883","9634"
"22.05.2022 02:45 - 22.05.2022 03:00","10865","9558"
"22.05.2022 03:00 - 22.05.2022 03:15","10817","9527"
"22.05.2022 03:15 - 22.05.2022 03:30","10806","9540"
"22.05.2022 03:30 - 22.05.2022 03:45","10801","9476"
"22.05.2022 03:45 - 22.05.2022 04:00","10764","9448"
"22.05.2022 04:00 - 22.05.2022 04:15","10737","9450"
"22.05.2022 04:15 - 22.05.2022 04:30","10725","9476"
"22.05.2022 04:30 - 22.05.2022 04:45","10718","9427"
"22.05.2022 04:45 - 22.05.2022 05:00","10713","9395"
"22.05.2022 05:00 - 22.05.2022 05:15","10708","9379"
"22.05.2022 05:15 - 22.05.2022 05:30","10713","9232"
"22.05.2022 05:30 - 22.05.2022 05:45","10687","9161"
"22.05.2022 05:45 - 22.05.2022 06:00","10617","9085"
"22.05.2022 06:00 - 22.05.2022 06:15","10481","8988"
"22.05.2022 06:15 - 22.05.2022 06:30","10323","8829"
"22.05.2022 06:30 - 22.05.2022 06:45","10181","8620"
"22.05.2022 06:45 - 22.05.2022 07:00","9984","8489"
"22.05.2022 07:00 - 22.05.2022 07:15","9743","8347"
"22.05.2022 07:15 - 22.05.2022 07:30","9481","8222"
"22.05.2022 07:30 - 22.05.2022 07:45","9235","8088"
"22.05.2022 07:45 - 22.05.2022 08:00","8999","7987"
"22.05.2022 08:00 - 22.05.2022 08:15","8733","7882"
"22.05.2022 08:15 - 22.05.2022 08:30","8433","7804"
"22.05.2022 08:30 - 22.05.2022 08:45","8139","7714"
"22.05.2022 08:45 - 22.05.2022 09:00","7817","7602"
"22.05.2022 09:00 - 22.05.2022 09:15","7547","7484"
"22.05.2022 09:15 - 22.05.2022 09:30","7275","7383"
"22.05.2022 09:30 - 22.05.2022 09:45","6946","7219"
"22.05.2022 09:45 - 22.05.2022 10:00","6613","7135"
"22.05.2022 10:00 - 22.05.2022 10:15","6294","7022"
"22.05.2022 10:15 - 22.05.2022 10:30","5985","6872"
"22.05.2022 10:30 - 22.05.2022 10:45","5630","6690"
"22.05.2022 10:45 - 22.05.2022 11:00","5320","6622"
"22.05.2022 11:00 - 22.05.2022 11:15","5046","6532"
"22.05.2022 11:15 - 22.05.2022 11:30","4809","6506"
"22.05.2022 11:30 - 22.05.2022 11:45","4601","6363"
"22.05.2022 11:45 - 22.05.2022 12:00","4466","6355"
"22.05.2022 12:00 - 22.05.2022 12:15","4379","6294"
"22.05.2022 12:15 - 22.05.2022 12:30","4261","6234"
"22.05.2022 12:30 - 22.05.2022 12:45","4105","6142"
"22.05.2022 12:45 - 22.05.2022 13:00","4023","6070"
"22.05.2022 13:00 - 22.05.2022 13:15","3975","6034"
"22.05.2022 13:15 - 22.05.2022 13:30","3939","5940"
"22.05.2022 13:30 - 22.05.2022 13:45","3899","5906"
"22.05.2022 13:45 - 22.05.2022 14:00","3846","5873"
"22.05.2022 14:00 - 22.05.2022 14:15","3823","5888"
"22.05.2022 14:15 - 22.05.2022 14:30","3852","5929"
"22.05.2022 14:30 - 22.05.2022 14:45","3876","5937"
"22.05.2022 14:45 - 22.05.2022 15:00","3950","6003"
"22.05.2022 15:00 - 22.05.2022 15:15","4062","6084"
"22.05.2022 15:15 - 22.05.2022 15:30","4208","6187"
"22.05.2022 15:30 - 22.05.2022 15:45","4401","6283"
"22.05.2022 15:45 - 22.05.2022 16:00","4624","6428"
"22.05.2022 16:00 - 22.05.2022 16:15","4851","6674"
"22.05.2022 16:15 - 22.05.2022 16:30","5119","6873"
"22.05.2022 16:30 - 22.05.2022 16:45","5402","7145"
"22.05.2022 16:45 - 22.05.2022 17:00","5763","7493"
"22.05.2022 17:00 - 22.05.2022 17:15","6223","7924"
"22.05.2022 17:15 - 22.05.2022 17:30","6738","8331"
"22.05.2022 17:30 - 22.05.2022 17:45","7269","8696"
"22.05.2022 17:45 - 22.05.2022 18:00","7791","9110"
"22.05.2022 18:00 - 22.05.2022 18:15","8273","9339"
"22.05.2022 18:15 - 22.05.2022 18:30","8694","9530"
"22.05.2022 18:30 - 22.05.2022 18:45","9071","9751"
"22.05.2022 18:45 - 22.05.2022 19:00","9423","9957"
"22.05.2022 19:00 - 22.05.2022 19:15","9780","10254"
"22.05.2022 19:15 - 22.05.2022 19:30","10109","10456"
"22.05.2022 19:30 - 22.05.2022 19:45","10425","10651"
"22.05.2022 19:45 - 22.05.2022 20:00","10748","10935"
"22.05.2022 20:00 - 22.05.2022 20:15","11018","11058"
"22.05.2022 20:15 - 22.05.2022 20:30","11269","11231"
"22.05.2022 20:30 - 22.05.2022 20:45","11504","11343"
"22.05.2022 20:45 - 22.05.2022 21:00","11633","11404"
"22.05.2022 21:00 - 22.05.2022 21:15","11722","11490"
"22.05.2022 21:15 - 22.05.2022 21:30","11795","11417"
"22.05.2022 21:30 - 22.05.2022 21:45","11905","11436"
"22.05.2022 21:45 - 22.05.2022 22:00","11965","11515"
"22.05.2022 22:00 - 22.05.2022 22:15","11956","11534"
"22.05.2022 22:15 - 22.05.2022 22:30","11915","11448"
"22.05.2022 22:30 - 22.05.2022 22:45","11817","11329"
"22.05.2022 22:45 - 22.05.2022 23:00","11690","11134"
"22.05.2022 23:00 - 22.05.2022 23:15","11608","10973"
"22.05.2022 23:15 - 22.05.2022 23:30","11552","10825"
"22.05.2022 23:30 - 22.05.2022 23:45","11463","10683"
"22.05.2022 23:45 - 23.05.2022 00:00","11312","10589"
"23.05.2022 00:00 - 23.05.2022 00:15","11213","10666"
"23.05.2022 00:15 - 23.05.2022 00:30","11224","10622"
"23.05.2022 00:30 - 23.05.2022 00:45","11221","10474"
"23.05.2022 00:45 - 23.05.2022 01:00","11147","10334"
"23.05.2022 01:00 - 23.05.2022 01:15","11045","10321"
"23.05.2022 01:15 - 23.05.2022 01:30","10970","10249"
"23.05.2022 01:30 - 23.05.2022 01:45","10913","10174"
"23.05.2022 01:45 - 23.05.2022 02:00","10833","10010"
"23.05.2022 02:00 - 23.05.2022 02:15","10783","10017"
"23.05.2022 02:15 - 23.05.2022 02:30","10781","9976"
"23.05.2022 02:30 - 23.05.2022 02:45","10764","9919"
"23.05.2022 02:45 - 23.05.2022 03:00","10741","9896"
"23.05.2022 03:00 - 23.05.2022 03:15","10755","9927"
"23.05.2022 03:15 - 23.05.2022 03:30","10757","9923"
"23.05.2022 03:30 - 23.05.2022 03:45","10763","9928"
"23.05.2022 03:45 - 23.05.2022 04:00","10761","9912"
"23.05.2022 04:00 - 23.05.2022 04:15","10751","9921"
"23.05.2022 04:15 - 23.05.2022 04:30","10772","9909"
"23.05.2022 04:30 - 23.05.2022 04:45","10807","9946"
"23.05.2022 04:45 - 23.05.2022 05:00","10851","9967"
"23.05.2022 05:00 - 23.05.2022 05:15","10930","10022"
"23.05.2022 05:15 - 23.05.2022 05:30","11066","10034"
"23.05.2022 05:30 - 23.05.2022 05:45","11190","10089"
"23.05.2022 05:45 - 23.05.2022 06:00","11260","10178"
"23.05.2022 06:00 - 23.05.2022 06:15","11262","10295"
"23.05.2022 06:15 - 23.05.2022 06:30","11266","10409"
"23.05.2022 06:30 - 23.05.2022 06:45","11278","10516"
"23.05.2022 06:45 - 23.05.2022 07:00","11311","10684"
"23.05.2022 07:00 - 23.05.2022 07:15","11336","10960"
"23.05.2022 07:15 - 23.05.2022 07:30","11375","11153"
"23.05.2022 07:30 - 23.05.2022 07:45","11350","11390"
"23.05.2022 07:45 - 23.05.2022 08:00","11262","11586"
"23.05.2022 08:00 - 23.05.2022 08:15","11107","11648"
"23.05.2022 08:15 - 23.05.2022 08:30","10906","11659"
"23.05.2022 08:30 - 23.05.2022 08:45","10619","11779"
"23.05.2022 08:45 - 23.05.2022 09:00","10313","11859"
"23.05.2022 09:00 - 23.05.2022 09:15","10030","11847"
"23.05.2022 09:15 - 23.05.2022 09:30","9803","11813"
"23.05.2022 09:30 - 23.05.2022 09:45","9425","11692"
"23.05.2022 09:45 - 23.05.2022 10:00","8965","11548"
"23.05.2022 10:00 - 23.05.2022 10:15","8728","11433"
"23.05.2022 10:15 - 23.05.2022 10:30","8438","11257"
"23.05.2022 10:30 - 23.05.2022 10:45","8111","11161"
"23.05.2022 10:45 - 23.05.2022 11:00","7733","11124"
"23.05.2022 11:00 - 23.05.2022 11:15","7396","11103"
"23.05.2022 11:15 - 23.05.2022 11:30","7207","11158"
"23.05.2022 11:30 - 23.05.2022 11:45","7095","11062"
"23.05.2022 11:45 - 23.05.2022 12:00","7010","10938"
"23.05.2022 12:00 - 23.05.2022 12:15","6973","10727"
"23.05.2022 12:15 - 23.05.2022 12:30","6927","10576"
"23.05.2022 12:30 - 23.05.2022 12:45","6825","10569"
"23.05.2022 12:45 - 23.05.2022 13:00","6666","10572"
"23.05.2022 13:00 - 23.05.2022 13:15","6659","10712"
"23.05.2022 13:15 - 23.05.2022 13:30","6752","10899"
"23.05.2022 13:30 - 23.05.2022 13:45","6824","11120"
"23.05.2022 13:45 - 23.05.2022 14:00","6793","11339"
"23.05.2022 14:00 - 23.05.2022 14:15","6741","11606"
"23.05.2022 14:15 - 23.05.2022 14:30","6705","11947"
"23.05.2022 14:30 - 23.05.2022 14:45","6738","12257"
"23.05.2022 14:45 - 23.05.2022 15:00","6799","12568"
"23.05.2022 15:00 - 23.05.2022 15:15","6913","12793"
"23.05.2022 15:15 - 23.05.2022 15:30","7059","12975"
"23.05.2022 15:30 - 23.05.2022 15:45","7299","13148"
"23.05.2022 15:45 - 23.05.2022 16:00","7576","13167"
"23.05.2022 16:00 - 23.05.2022 16:15","7793","13198"
"23.05.2022 16:15 - 23.05.2022 16:30","7987","13266"
"23.05.2022 16:30 - 23.05.2022 16:45","8238","13396"
"23.05.2022 16:45 - 23.05.2022 17:00","8539","13693"
"23.05.2022 17:00 - 23.05.2022 17:15","8940","13879"
"23.05.2022 17:15 - 23.05.2022 17:30","9304","14043"
"23.05.2022 17:30 - 23.05.2022 17:45","9563","14180"
"23.05.2022 17:45 - 23.05.2022 18:00","9932","14279"
"23.05.2022 18:00 - 23.05.2022 18:15","10188","14175"
"23.05.2022 18:15 - 23.05.2022 18:30","10327","14014"
"23.05.2022 18:30 - 23.05.2022 18:45","10539","13876"
"23.05.2022 18:45 - 23.05.2022 19:00","10850","13882"
"23.05.2022 19:00 - 23.05.2022 19:15","11174","13855"
"23.05.2022 19:15 - 23.05.2022 19:30","11460","13745"
"23.05.2022 19:30 - 23.05.2022 19:45","11771","13683"
"23.05.2022 19:45 - 23.05.2022 20:00","12045","13636"
"23.05.2022 20:00 - 23.05.2022 20:15","12301","13487"
"23.05.2022 20:15 - 23.05.2022 20:30","12526","13396"
"23.05.2022 20:30 - 23.05.2022 20:45","12733","13306"
"23.05.2022 20:45 - 23.05.2022 21:00","12891","13266"
"23.05.2022 21:00 - 23.05.2022 21:15","13007","13174"
"23.05.2022 21:15 - 23.05.2022 21:30","13109","13049"
"23.05.2022 21:30 - 23.05.2022 21:45","13194","12978"
"23.05.2022 21:45 - 23.05.2022 22:00","13214","12963"
"23.05.2022 22:00 - 23.05.2022 22:15","13180","12803"
"23.05.2022 22:15 - 23.05.2022 22:30","13150","12637"
"23.05.2022 22:30 - 23.05.2022 22:45","12993","12466"
"23.05.2022 22:45 - 23.05.2022 23:00","12761","12229"
"23.05.2022 23:00 - 23.05.2022 23:15","12668","12061"
"23.05.2022 23:15 - 23.05.2022 23:30","12635","11951"
"23.05.2022 23:30 - 23.05.2022 23:45","12540","11749"
"23.05.2022 23:45 - 24.05.2022 00:00","12374","11513"
"24.05.2022 00:00 - 24.05.2022 00:15","12245","11304"
"24.05.2022 00:15 - 24.05.2022 00:30","12173","11034"
"24.05.2022 00:30 - 24.05.2022 00:45","12097","10918"
"24.05.2022 00:45 - 24.05.2022 01:00","11934","10808"
"24.05.2022 01:00 - 24.05.2022 01:15","11771","10711"
"24.05.2022 01:15 - 24.05.2022 01:30","11616","10669"
"24.05.2022 01:30 - 24.05.2022 01:45","11511","10615"
"24.05.2022 01:45 - 24.05.2022 02:00","11457","10563"
"24.05.2022 02:00 - 24.05.2022 02:15","11407","10523"
"24.05.2022 02:15 - 24.05.2022 02:30","11383","10508"
"24.05.2022 02:30 - 24.05.2022 02:45","11351","10379"
"24.05.2022 02:45 - 24.05.2022 03:00","11304","10290"
"24.05.2022 03:00 - 24.05.2022 03:15","11253","10296"
"24.05.2022 03:15 - 24.05.2022 03:30","11224","10275"
"24.05.2022 03:30 - 24.05.2022 03:45","11203","10289"
"24.05.2022 03:45 - 24.05.2022 04:00","11158","10266"
"24.05.2022 04:00 - 24.05.2022 04:15","11111","10285"
"24.05.2022 04:15 - 24.05.2022 04:30","11070","10212"
"24.05.2022 04:30 - 24.05.2022 04:45","11046","10246"
"24.05.2022 04:45 - 24.05.2022 05:00","11049","10292"
"24.05.2022 05:00 - 24.05.2022 05:15","11075","10355"
"24.05.2022 05:15 - 24.05.2022 05:30","11154","10306"
"24.05.2022 05:30 - 24.05.2022 05:45","11205","10312"
"24.05.2022 05:45 - 24.05.2022 06:00","11238","10441"
"24.05.2022 06:00 - 24.05.2022 06:15","11235","10645"
"24.05.2022 06:15 - 24.05.2022 06:30","11246","10811"
"24.05.2022 06:30 - 24.05.2022 06:45","11315","10887"
"24.05.2022 06:45 - 24.05.2022 07:00","11341","11073"
"24.05.2022 07:00 - 24.05.2022 07:15","11393","11473"
"24.05.2022 07:15 - 24.05.2022 07:30","11516","11741"
"24.05.2022 07:30 - 24.05.2022 07:45","11613","12030"
"24.05.2022 07:45 - 24.05.2022 08:00","11662","12158"
"24.05.2022 08:00 - 24.05.2022 08:15","11612","12246"
"24.05.2022 08:15 - 24.05.2022 08:30","11496","12233"
"24.05.2022 08:30 - 24.05.2022 08:45","11383","12205"
"24.05.2022 08:45 - 24.05.2022 09:00","11287","12239"
"24.05.2022 09:00 - 24.05.2022 09:15","11197","12118"
"24.05.2022 09:15 - 24.05.2022 09:30","11057","12035"
"24.05.2022 09:30 - 24.05.2022 09:45","10801","11922"
"24.05.2022 09:45 - 24.05.2022 10:00","10508","11846"
"24.05.2022 10:00 - 24.05.2022 10:15","10343","11679"
"24.05.2022 10:15 - 24.05.2022 10:30","10211","11646"
"24.05.2022 10:30 - 24.05.2022 10:45","10007","11524"
"24.05.2022 10:45 - 24.05.2022 11:00","9808","11435"
"24.05.2022 11:00 - 24.05.2022 11:15","9608","11399"
"24.05.2022 11:15 - 24.05.2022 11:30","9374","11277"
"24.05.2022 11:30 - 24.05.2022 11:45","9153","11161"
"24.05.2022 11:45 - 24.05.2022 12:00","8990","10981"
"24.05.2022 12:00 - 24.05.2022 12:15","8841","10821"
"24.05.2022 12:15 - 24.05.2022 12:30","8631","10552"
"24.05.2022 12:30 - 24.05.2022 12:45","8419","10398"
"24.05.2022 12:45 - 24.05.2022 13:00","8258","10158"
"24.05.2022 13:00 - 24.05.2022 13:15","8216","10145"
"24.05.2022 13:15 - 24.05.2022 13:30","8237","9968"
"24.05.2022 13:30 - 24.05.2022 13:45","8239","9934"
"24.05.2022 13:45 - 24.05.2022 14:00","8260","9853"
"24.05.2022 14:00 - 24.05.2022 14:15","8382","9850"
"24.05.2022 14:15 - 24.05.2022 14:30","8462","9792"
"24.05.2022 14:30 - 24.05.2022 14:45","8461","9796"
"24.05.2022 14:45 - 24.05.2022 15:00","8553","9545"
"24.05.2022 15:00 - 24.05.2022 15:15","8696","9599"
"24.05.2022 15:15 - 24.05.2022 15:30","8875","9763"
"24.05.2022 15:30 - 24.05.2022 15:45","9085","9935"
"24.05.2022 15:45 - 24.05.2022 16:00","9279","10016"
"24.05.2022 16:00 - 24.05.2022 16:15","9520","10075"
"24.05.2022 16:15 - 24.05.2022 16:30","9810","10250"
"24.05.2022 16:30 - 24.05.2022 16:45","10093","10364"
"24.05.2022 16:45 - 24.05.2022 17:00","10387","10583"
"24.05.2022 17:00 - 24.05.2022 17:15","10655","10846"
"24.05.2022 17:15 - 24.05.2022 17:30","10931","11208"
"24.05.2022 17:30 - 24.05.2022 17:45","11205","11518"
"24.05.2022 17:45 - 24.05.2022 18:00","11373","11641"
"24.05.2022 18:00 - 24.05.2022 18:15","11439","11659"
"24.05.2022 18:15 - 24.05.2022 18:30","11403","11634"
"24.05.2022 18:30 - 24.05.2022 18:45","11473","11655"
"24.05.2022 18:45 - 24.05.2022 19:00","11638","11730"
"24.05.2022 19:00 - 24.05.2022 19:15","11834","11744"
"24.05.2022 19:15 - 24.05.2022 19:30","12000","11815"
"24.05.2022 19:30 - 24.05.2022 19:45","12148","11937"
"24.05.2022 19:45 - 24.05.2022 20:00","12284","12051"
"24.05.2022 20:00 - 24.05.2022 20:15","12426","12166"
"24.05.2022 20:15 - 24.05.2022 20:30","12555","12321"
"24.05.2022 20:30 - 24.05.2022 20:45","12710","12375"
"24.05.2022 20:45 - 24.05.2022 21:00","12818","12478"
"24.05.2022 21:00 - 24.05.2022 21:15","12890","12621"
"24.05.2022 21:15 - 24.05.2022 21:30","12989","12672"
"24.05.2022 21:30 - 24.05.2022 21:45","13077","12674"
"24.05.2022 21:45 - 24.05.2022 22:00","13061","12708"
"24.05.2022 22:00 - 24.05.2022 22:15","12995","12673"
"24.05.2022 22:15 - 24.05.2022 22:30","12945","12581"
"24.05.2022 22:30 - 24.05.2022 22:45","12866","12354"
"24.05.2022 22:45 - 24.05.2022 23:00","12742","12186"
"24.05.2022 23:00 - 24.05.2022 23:15","12679","12032"
"24.05.2022 23:15 - 24.05.2022 23:30","12647","11846"
"24.05.2022 23:30 - 24.05.2022 23:45","12555","11650"
"24.05.2022 23:45 - 25.05.2022 00:00","12438","11407"
"25.05.2022 00:00 - 25.05.2022 00:15","12052","11217"
"25.05.2022 00:15 - 25.05.2022 00:30","11892","11103"
"25.05.2022 00:30 - 25.05.2022 00:45","11784","10932"
"25.05.2022 00:45 - 25.05.2022 01:00","11635","10805"
"25.05.2022 01:00 - 25.05.2022 01:15","11522","10681"
"25.05.2022 01:15 - 25.05.2022 01:30","11414","10610"
"25.05.2022 01:30 - 25.05.2022 01:45","11352","10527"
"25.05.2022 01:45 - 25.05.2022 02:00","11286","10422"
"25.05.2022 02:00 - 25.05.2022 02:15","11210","10395"
"25.05.2022 02:15 - 25.05.2022 02:30","11170","10331"
"25.05.2022 02:30 - 25.05.2022 02:45","11128","10269"
"25.05.2022 02:45 - 25.05.2022 03:00","11098","10217"
"25.05.2022 03:00 - 25.05.2022 03:15","11077","10201"
"25.05.2022 03:15 - 25.05.2022 03:30","11079","10172"
"25.05.2022 03:30 - 25.05.2022 03:45","11042","10158"
"25.05.2022 03:45 - 25.05.2022 04:00","11012","10094"
"25.05.2022 04:00 - 25.05.2022 04:15","10983","10142"
"25.05.2022 04:15 - 25.05.2022 04:30","10978","10105"
"25.05.2022 04:30 - 25.05.2022 04:45","10975","10079"
"25.05.2022 04:45 - 25.05.2022 05:00","10960","10103"
"25.05.2022 05:00 - 25.05.2022 05:15","10985","10138"
"25.05.2022 05:15 - 25.05.2022 05:30","11025","10150"
"25.05.2022 05:30 - 25.05.2022 05:45","11101","10208"
"25.05.2022 05:45 - 25.05.2022 06:00","11111","10251"
"25.05.2022 06:00 - 25.05.2022 06:15","11136","10425"
"25.05.2022 06:15 - 25.05.2022 06:30","11210","10572"
"25.05.2022 06:30 - 25.05.2022 06:45","11282","10638"
"25.05.2022 06:45 - 25.05.2022 07:00","11315","10692"
"25.05.2022 07:00 - 25.05.2022 07:15","11378","10891"
"25.05.2022 07:15 - 25.05.2022 07:30","11459","10987"
"25.05.2022 07:30 - 25.05.2022 07:45","11516","11021"
"25.05.2022 07:45 - 25.05.2022 08:00","11539","11086"
"25.05.2022 08:00 - 25.05.2022 08:15","11466","11110"
"25.05.2022 08:15 - 25.05.2022 08:30","11291","11085"
"25.05.2022 08:30 - 25.05.2022 08:45","11008","11058"
"25.05.2022 08:45 - 25.05.2022 09:00","10815","11014"
"25.05.2022 09:00 - 25.05.2022 09:15","10576","10923"
"25.05.2022 09:15 - 25.05.2022 09:30","10260","10765"
"25.05.2022 09:30 - 25.05.2022 09:45","9879","10511"
"25.05.2022 09:45 - 25.05.2022 10:00","9516","10269"
"25.05.2022 10:00 - 25.05.2022 10:15","9212","10055"
"25.05.2022 10:15 - 25.05.2022 10:30","8962","9865"
"25.05.2022 10:30 - 25.05.2022 10:45","8698","9709"
"25.05.2022 10:45 - 25.05.2022 11:00","8416","9658"
"25.05.2022 11:00 - 25.05.2022 11:15","8177","9523"
"25.05.2022 11:15 - 25.05.2022 11:30","7944","9379"
"25.05.2022 11:30 - 25.05.2022 11:45","7711","9389"
"25.05.2022 11:45 - 25.05.2022 12:00","7516","9383"
"25.05.2022 12:00 - 25.05.2022 12:15","7405","9381"
"25.05.2022 12:15 - 25.05.2022 12:30","7215","9416"
"25.05.2022 12:30 - 25.05.2022 12:45","7047","9388"
"25.05.2022 12:45 - 25.05.2022 13:00","6933","9339"
"25.05.2022 13:00 - 25.05.2022 13:15","6856","9345"
"25.05.2022 13:15 - 25.05.2022 13:30","6808","9423"
"25.05.2022 13:30 - 25.05.2022 13:45","6789","9494"
"25.05.2022 13:45 - 25.05.2022 14:00","6851","9506"
"25.05.2022 14:00 - 25.05.2022 14:15","6900","9673"
"25.05.2022 14:15 - 25.05.2022 14:30","6995","9916"
"25.05.2022 14:30 - 25.05.2022 14:45","7119","10178"
"25.05.2022 14:45 - 25.05.2022 15:00","7179","10244"
"25.05.2022 15:00 - 25.05.2022 15:15","7282","10287"
"25.05.2022 15:15 - 25.05.2022 15:30","7475","10333"
"25.05.2022 15:30 - 25.05.2022 15:45","7745","10459"
"25.05.2022 15:45 - 25.05.2022 16:00","8013","10732"
"25.05.2022 16:00 - 25.05.2022 16:15","8243","10925"
"25.05.2022 16:15 - 25.05.2022 16:30","8534","11172"
"25.05.2022 16:30 - 25.05.2022 16:45","8912","11504"
"25.05.2022 16:45 - 25.05.2022 17:00","9269","11872"
"25.05.2022 17:00 - 25.05.2022 17:15","9638","12316"
"25.05.2022 17:15 - 25.05.2022 17:30","10075","12698"
"25.05.2022 17:30 - 25.05.2022 17:45","10554","12919"
"25.05.2022 17:45 - 25.05.2022 18:00","10906","13096"
"25.05.2022 18:00 - 25.05.2022 18:15","11106","13006"
"25.05.2022 18:15 - 25.05.2022 18:30","11231","12954"
"25.05.2022 18:30 - 25.05.2022 18:45","11355","12979"
"25.05.2022 18:45 - 25.05.2022 19:00","11535","12941"
"25.05.2022 19:00 - 25.05.2022 19:15","11704","12938"
"25.05.2022 19:15 - 25.05.2022 19:30","11914","12886"
"25.05.2022 19:30 - 25.05.2022 19:45","12122","12849"
"25.05.2022 19:45 - 25.05.2022 20:00","12250","12824"
"25.05.2022 20:00 - 25.05.2022 20:15","12342","12701"
"25.05.2022 20:15 - 25.05.2022 20:30","12466","12700"
"25.05.2022 20:30 - 25.05.2022 20:45","12610","12648"
"25.05.2022 20:45 - 25.05.2022 21:00","12741","12577"
"25.05.2022 21:00 - 25.05.2022 21:15","12840","12460"
"25.05.2022 21:15 - 25.05.2022 21:30","12921","12373"
"25.05.2022 21:30 - 25.05.2022 21:45","12944","12316"
"25.05.2022 21:45 - 25.05.2022 22:00","12906","12301"
"25.05.2022 22:00 - 25.05.2022 22:15","12796","12229"
"25.05.2022 22:15 - 25.05.2022 22:30","12675","12101"
"25.05.2022 22:30 - 25.05.2022 22:45","12523","11938"
"25.05.2022 22:45 - 25.05.2022 23:00","12338","11857"
"25.05.2022 23:00 - 25.05.2022 23:15","12216","11704"
"25.05.2022 23:15 - 25.05.2022 23:30","12159","11674"
"25.05.2022 23:30 - 25.05.2022 23:45","12063","11539"
"25.05.2022 23:45 - 26.05.2022 00:00","11922","11369"
"26.05.2022 00:00 - 26.05.2022 00:15","11774","11256"
"26.05.2022 00:15 - 26.05.2022 00:30","11645","11038"
"26.05.2022 00:30 - 26.05.2022 00:45","11527","10845"
"26.05.2022 00:45 - 26.05.2022 01:00","11391","10638"
"26.05.2022 01:00 - 26.05.2022 01:15","11295","10530"
"26.05.2022 01:15 - 26.05.2022 01:30","11246","10407"
"26.05.2022 01:30 - 26.05.2022 01:45","11175","10223"
"26.05.2022 01:45 - 26.05.2022 02:00","11132","10126"
"26.05.2022 02:00 - 26.05.2022 02:15","11065","10015"
"26.05.2022 02:15 - 26.05.2022 02:30","11014","9957"
"26.05.2022 02:30 - 26.05.2022 02:45","10958","9958"
"26.05.2022 02:45 - 26.05.2022 03:00","10906","9920"
"26.05.2022 03:00 - 26.05.2022 03:15","10886","9897"
"26.05.2022 03:15 - 26.05.2022 03:30","10851","9923"
"26.05.2022 03:30 - 26.05.2022 03:45","10812","9864"
"26.05.2022 03:45 - 26.05.2022 04:00","10800","9854"
"26.05.2022 04:00 - 26.05.2022 04:15","10781","9805"
"26.05.2022 04:15 - 26.05.2022 04:30","10747","9833"
"26.05.2022 04:30 - 26.05.2022 04:45","10739","9777"
"26.05.2022 04:45 - 26.05.2022 05:00","10731","9750"
"26.05.2022 05:00 - 26.05.2022 05:15","10799","9768"
"26.05.2022 05:15 - 26.05.2022 05:30","10849","9718"
"26.05.2022 05:30 - 26.05.2022 05:45","10916","9584"
"26.05.2022 05:45 - 26.05.2022 06:00","10963","9537"
"26.05.2022 06:00 - 26.05.2022 06:15","11074","9549"
"26.05.2022 06:15 - 26.05.2022 06:30","11188","9491"
"26.05.2022 06:30 - 26.05.2022 06:45","11313","9385"
"26.05.2022 06:45 - 26.05.2022 07:00","11438","9283"
"26.05.2022 07:00 - 26.05.2022 07:15","11552","9225"
"26.05.2022 07:15 - 26.05.2022 07:30","11679","9137"
"26.05.2022 07:30 - 26.05.2022 07:45","11746","9103"
"26.05.2022 07:45 - 26.05.2022 08:00","11721","9033"
"26.05.2022 08:00 - 26.05.2022 08:15","11619","9036"
"26.05.2022 08:15 - 26.05.2022 08:30","11539","8987"
"26.05.2022 08:30 - 26.05.2022 08:45","11434","8952"
"26.05.2022 08:45 - 26.05.2022 09:00","11320","8936"
"26.05.2022 09:00 - 26.05.2022 09:15","11168","8840"
"26.05.2022 09:15 - 26.05.2022 09:30","10984","8813"
"26.05.2022 09:30 - 26.05.2022 09:45","10773","8663"
"26.05.2022 09:45 - 26.05.2022 10:00","10472","8573"
"26.05.2022 10:00 - 26.05.2022 10:15","10186","8459"
"26.05.2022 10:15 - 26.05.2022 10:30","9938","8400"
"26.05.2022 10:30 - 26.05.2022 10:45","9641","8251"
"26.05.2022 10:45 - 26.05.2022 11:00","9370","8114"
"26.05.2022 11:00 - 26.05.2022 11:15","9126","8059"
"26.05.2022 11:15 - 26.05.2022 11:30","8926","8027"
"26.05.2022 11:30 - 26.05.2022 11:45","8746","7989"
"26.05.2022 11:45 - 26.05.2022 12:00","8630","7985"
"26.05.2022 12:00 - 26.05.2022 12:15","8585","7944"
"26.05.2022 12:15 - 26.05.2022 12:30","8546","7884"
"26.05.2022 12:30 - 26.05.2022 12:45","8537","7787"
"26.05.2022 12:45 - 26.05.2022 13:00","8567","7869"
"26.05.2022 13:00 - 26.05.2022 13:15","8607","7820"
"26.05.2022 13:15 - 26.05.2022 13:30","8731","7882"
"26.05.2022 13:30 - 26.05.2022 13:45","8989","7860"
"26.05.2022 13:45 - 26.05.2022 14:00","9260","7563"
"26.05.2022 14:00 - 26.05.2022 14:15","9447","7503"
"26.05.2022 14:15 - 26.05.2022 14:30","9652","7544"
