"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Netherlands (NL)","Actual Total Load [MW] - Netherlands (NL)"
"27.11.2022 21:30 - 27.11.2022 21:45","11205","12269"
"27.11.2022 21:45 - 27.11.2022 22:00","11132","12115"
"27.11.2022 22:00 - 27.11.2022 22:15","11014","11901"
"27.11.2022 22:15 - 27.11.2022 22:30","10901","11707"
"27.11.2022 22:30 - 27.11.2022 22:45","10810","11539"
"27.11.2022 22:45 - 27.11.2022 23:00","10669","11376"
"27.11.2022 23:00 - 27.11.2022 23:15","10543","11235"
"27.11.2022 23:15 - 27.11.2022 23:30","10440","11157"
"27.11.2022 23:30 - 27.11.2022 23:45","10352","10996"
"27.11.2022 23:45 - 28.11.2022 00:00","10236","10808"
"28.11.2022 00:00 - 28.11.2022 00:15","10213","10646"
"28.11.2022 00:15 - 28.11.2022 00:30","10201","10475"
"28.11.2022 00:30 - 28.11.2022 00:45","10139","10354"
"28.11.2022 00:45 - 28.11.2022 01:00","10028","10285"
"28.11.2022 01:00 - 28.11.2022 01:15","9915","10218"
"28.11.2022 01:15 - 28.11.2022 01:30","9841","10166"
"28.11.2022 01:30 - 28.11.2022 01:45","9792","10086"
"28.11.2022 01:45 - 28.11.2022 02:00","9737","9989"
"28.11.2022 02:00 - 28.11.2022 02:15","9691","9941"
"28.11.2022 02:15 - 28.11.2022 02:30","9672","9887"
"28.11.2022 02:30 - 28.11.2022 02:45","9663","9854"
"28.11.2022 02:45 - 28.11.2022 03:00","9627","9849"
"28.11.2022 03:00 - 28.11.2022 03:15","9614","9870"
"28.11.2022 03:15 - 28.11.2022 03:30","9627","9838"
"28.11.2022 03:30 - 28.11.2022 03:45","9638","9842"
"28.11.2022 03:45 - 28.11.2022 04:00","9645","9832"
"28.11.2022 04:00 - 28.11.2022 04:15","9677","9876"
"28.11.2022 04:15 - 28.11.2022 04:30","9749","9947"
"28.11.2022 04:30 - 28.11.2022 04:45","9782","9961"
"28.11.2022 04:45 - 28.11.2022 05:00","9797","9997"
"28.11.2022 05:00 - 28.11.2022 05:15","9857","10086"
"28.11.2022 05:15 - 28.11.2022 05:30","9968","10220"
"28.11.2022 05:30 - 28.11.2022 05:45","10104","10447"
"28.11.2022 05:45 - 28.11.2022 06:00","10300","10629"
"28.11.2022 06:00 - 28.11.2022 06:15","10563","11070"
"28.11.2022 06:15 - 28.11.2022 06:30","10837","11435"
"28.11.2022 06:30 - 28.11.2022 06:45","11068","11804"
"28.11.2022 06:45 - 28.11.2022 07:00","11359","12222"
"28.11.2022 07:00 - 28.11.2022 07:15","11733","12793"
"28.11.2022 07:15 - 28.11.2022 07:30","12311","13338"
"28.11.2022 07:30 - 28.11.2022 07:45","12756","13774"
"28.11.2022 07:45 - 28.11.2022 08:00","13119","14212"
"28.11.2022 08:00 - 28.11.2022 08:15","13333","14540"
"28.11.2022 08:15 - 28.11.2022 08:30","13496","14673"
"28.11.2022 08:30 - 28.11.2022 08:45","13576","14867"
"28.11.2022 08:45 - 28.11.2022 09:00","13599","14988"
"28.11.2022 09:00 - 28.11.2022 09:15","13487","15112"
"28.11.2022 09:15 - 28.11.2022 09:30","13304","15112"
"28.11.2022 09:30 - 28.11.2022 09:45","13166","15078"
"28.11.2022 09:45 - 28.11.2022 10:00","12997","15068"
"28.11.2022 10:00 - 28.11.2022 10:15","12847","15044"
"28.11.2022 10:15 - 28.11.2022 10:30","12651","14965"
"28.11.2022 10:30 - 28.11.2022 10:45","12449","14949"
"28.11.2022 10:45 - 28.11.2022 11:00","12277","14967"
"28.11.2022 11:00 - 28.11.2022 11:15","12099","14973"
"28.11.2022 11:15 - 28.11.2022 11:30","11955","14903"
"28.11.2022 11:30 - 28.11.2022 11:45","11839","14852"
"28.11.2022 11:45 - 28.11.2022 12:00","11665","14903"
"28.11.2022 12:00 - 28.11.2022 12:15","11618","14902"
"28.11.2022 12:15 - 28.11.2022 12:30","11621","14921"
"28.11.2022 12:30 - 28.11.2022 12:45","11587","14810"
"28.11.2022 12:45 - 28.11.2022 13:00","11630","14759"
"28.11.2022 13:00 - 28.11.2022 13:15","11829","14764"
"28.11.2022 13:15 - 28.11.2022 13:30","12102","14756"
"28.11.2022 13:30 - 28.11.2022 13:45","12296","14775"
"28.11.2022 13:45 - 28.11.2022 14:00","12439","14800"
"28.11.2022 14:00 - 28.11.2022 14:15","12560","14793"
"28.11.2022 14:15 - 28.11.2022 14:30","12656","14800"
"28.11.2022 14:30 - 28.11.2022 14:45","12831","14768"
"28.11.2022 14:45 - 28.11.2022 15:00","12955","14843"
"28.11.2022 15:00 - 28.11.2022 15:15","13101","14894"
"28.11.2022 15:15 - 28.11.2022 15:30","13283","15013"
"28.11.2022 15:30 - 28.11.2022 15:45","13440","15173"
"28.11.2022 15:45 - 28.11.2022 16:00","13560","15275"
"28.11.2022 16:00 - 28.11.2022 16:15","13812","15379"
"28.11.2022 16:15 - 28.11.2022 16:30","14078","15543"
"28.11.2022 16:30 - 28.11.2022 16:45","14277","15781"
"28.11.2022 16:45 - 28.11.2022 17:00","14483","16104"
"28.11.2022 17:00 - 28.11.2022 17:15","14682","16330"
"28.11.2022 17:15 - 28.11.2022 17:30","14807","16440"
"28.11.2022 17:30 - 28.11.2022 17:45","14976","16521"
"28.11.2022 17:45 - 28.11.2022 18:00","14951","16431"
"28.11.2022 18:00 - 28.11.2022 18:15","14806","16084"
"28.11.2022 18:15 - 28.11.2022 18:30","14443","15854"
"28.11.2022 18:30 - 28.11.2022 18:45","14108","15628"
"28.11.2022 18:45 - 28.11.2022 19:00","13879","15543"
"28.11.2022 19:00 - 28.11.2022 19:15","13704","15322"
"28.11.2022 19:15 - 28.11.2022 19:30","13610","15167"
"28.11.2022 19:30 - 28.11.2022 19:45","13495","15050"
"28.11.2022 19:45 - 28.11.2022 20:00","13351","14937"
"28.11.2022 20:00 - 28.11.2022 20:15","13200","14710"
"28.11.2022 20:15 - 28.11.2022 20:30","13038","14543"
"28.11.2022 20:30 - 28.11.2022 20:45","12833","14319"
"28.11.2022 20:45 - 28.11.2022 21:00","12641","14168"
"28.11.2022 21:00 - 28.11.2022 21:15","12481","13972"
"28.11.2022 21:15 - 28.11.2022 21:30","12361","13739"
"28.11.2022 21:30 - 28.11.2022 21:45","12218","13559"
"28.11.2022 21:45 - 28.11.2022 22:00","12020","13313"
"28.11.2022 22:00 - 28.11.2022 22:15","11822","13080"
"28.11.2022 22:15 - 28.11.2022 22:30","11659","12875"
"28.11.2022 22:30 - 28.11.2022 22:45","11531","12629"
"28.11.2022 22:45 - 28.11.2022 23:00","11366","12359"
"28.11.2022 23:00 - 28.11.2022 23:15","11217","12183"
"28.11.2022 23:15 - 28.11.2022 23:30","11071","11953"
"28.11.2022 23:30 - 28.11.2022 23:45","10946","11738"
"28.11.2022 23:45 - 29.11.2022 00:00","10801","11552"
"29.11.2022 00:00 - 29.11.2022 00:15","10690","11373"
"29.11.2022 00:15 - 29.11.2022 00:30","10544","11328"
"29.11.2022 00:30 - 29.11.2022 00:45","10371","11194"
"29.11.2022 00:45 - 29.11.2022 01:00","10215","11051"
"29.11.2022 01:00 - 29.11.2022 01:15","10071","10963"
"29.11.2022 01:15 - 29.11.2022 01:30","9903","10855"
"29.11.2022 01:30 - 29.11.2022 01:45","9787","10751"
"29.11.2022 01:45 - 29.11.2022 02:00","9708","10651"
"29.11.2022 02:00 - 29.11.2022 02:15","9633","10660"
"29.11.2022 02:15 - 29.11.2022 02:30","9587","10652"
"29.11.2022 02:30 - 29.11.2022 02:45","9523","10606"
"29.11.2022 02:45 - 29.11.2022 03:00","9472","10581"
"29.11.2022 03:00 - 29.11.2022 03:15","9436","10564"
"29.11.2022 03:15 - 29.11.2022 03:30","9417","10548"
"29.11.2022 03:30 - 29.11.2022 03:45","9384","10555"
"29.11.2022 03:45 - 29.11.2022 04:00","9322","10533"
"29.11.2022 04:00 - 29.11.2022 04:15","9278","10543"
"29.11.2022 04:15 - 29.11.2022 04:30","9252","10591"
"29.11.2022 04:30 - 29.11.2022 04:45","9245","10587"
"29.11.2022 04:45 - 29.11.2022 05:00","9273","10585"
"29.11.2022 05:00 - 29.11.2022 05:15","9324","10535"
"29.11.2022 05:15 - 29.11.2022 05:30","9437","10668"
"29.11.2022 05:30 - 29.11.2022 05:45","9568","10819"
"29.11.2022 05:45 - 29.11.2022 06:00","9725","11124"
"29.11.2022 06:00 - 29.11.2022 06:15","9974","11510"
"29.11.2022 06:15 - 29.11.2022 06:30","10309","11830"
"29.11.2022 06:30 - 29.11.2022 06:45","10582","12210"
"29.11.2022 06:45 - 29.11.2022 07:00","10855","12592"
"29.11.2022 07:00 - 29.11.2022 07:15","11193","13132"
"29.11.2022 07:15 - 29.11.2022 07:30","11595","13551"
"29.11.2022 07:30 - 29.11.2022 07:45","11996","14015"
"29.11.2022 07:45 - 29.11.2022 08:00","12366","14356"
"29.11.2022 08:00 - 29.11.2022 08:15","12583","14718"
"29.11.2022 08:15 - 29.11.2022 08:30","12722","14889"
"29.11.2022 08:30 - 29.11.2022 08:45","12780","15041"
"29.11.2022 08:45 - 29.11.2022 09:00","12806","15183"
"29.11.2022 09:00 - 29.11.2022 09:15","12779","15262"
"29.11.2022 09:15 - 29.11.2022 09:30","12679","15287"
"29.11.2022 09:30 - 29.11.2022 09:45","12564","15191"
"29.11.2022 09:45 - 29.11.2022 10:00","12346","15106"
"29.11.2022 10:00 - 29.11.2022 10:15","12094","14955"
"29.11.2022 10:15 - 29.11.2022 10:30","11987","14817"
"29.11.2022 10:30 - 29.11.2022 10:45","11815","14724"
"29.11.2022 10:45 - 29.11.2022 11:00","11681","14580"
"29.11.2022 11:00 - 29.11.2022 11:15","11651","14407"
"29.11.2022 11:15 - 29.11.2022 11:30","11605","14274"
"29.11.2022 11:30 - 29.11.2022 11:45","11565","14260"
"29.11.2022 11:45 - 29.11.2022 12:00","11493","14237"
"29.11.2022 12:00 - 29.11.2022 12:15","11413","14175"
"29.11.2022 12:15 - 29.11.2022 12:30","11301","14048"
"29.11.2022 12:30 - 29.11.2022 12:45","11258","13892"
"29.11.2022 12:45 - 29.11.2022 13:00","11261","13870"
"29.11.2022 13:00 - 29.11.2022 13:15","11269","13977"
"29.11.2022 13:15 - 29.11.2022 13:30","11291","14037"
"29.11.2022 13:30 - 29.11.2022 13:45","11320","14100"
"29.11.2022 13:45 - 29.11.2022 14:00","11481","14148"
"29.11.2022 14:00 - 29.11.2022 14:15","11695","14135"
"29.11.2022 14:15 - 29.11.2022 14:30","11914","14243"
"29.11.2022 14:30 - 29.11.2022 14:45","12120","14339"
"29.11.2022 14:45 - 29.11.2022 15:00","12326","14445"
"29.11.2022 15:00 - 29.11.2022 15:15","12519","14543"
"29.11.2022 15:15 - 29.11.2022 15:30","12650","14748"
"29.11.2022 15:30 - 29.11.2022 15:45","12804","14927"
"29.11.2022 15:45 - 29.11.2022 16:00","13025","15053"
"29.11.2022 16:00 - 29.11.2022 16:15","13210","15187"
"29.11.2022 16:15 - 29.11.2022 16:30","13324","15270"
"29.11.2022 16:30 - 29.11.2022 16:45","13452","15449"
"29.11.2022 16:45 - 29.11.2022 17:00","13637","15916"
"29.11.2022 17:00 - 29.11.2022 17:15","13887","16084"
"29.11.2022 17:15 - 29.11.2022 17:30","14091","16161"
"29.11.2022 17:30 - 29.11.2022 17:45","14240","16191"
"29.11.2022 17:45 - 29.11.2022 18:00","14199","16141"
"29.11.2022 18:00 - 29.11.2022 18:15","14008","15995"
"29.11.2022 18:15 - 29.11.2022 18:30","13614","15732"
"29.11.2022 18:30 - 29.11.2022 18:45","13299","15454"
"29.11.2022 18:45 - 29.11.2022 19:00","13119","15401"
"29.11.2022 19:00 - 29.11.2022 19:15","12969","15237"
"29.11.2022 19:15 - 29.11.2022 19:30","12827","15045"
"29.11.2022 19:30 - 29.11.2022 19:45","12704","14907"
"29.11.2022 19:45 - 29.11.2022 20:00","12629","14828"
"29.11.2022 20:00 - 29.11.2022 20:15","12554","14618"
"29.11.2022 20:15 - 29.11.2022 20:30","12461","14417"
"29.11.2022 20:30 - 29.11.2022 20:45","12341","14167"
"29.11.2022 20:45 - 29.11.2022 21:00","12193","14066"
"29.11.2022 21:00 - 29.11.2022 21:15","12055","13925"
"29.11.2022 21:15 - 29.11.2022 21:30","11910","13785"
"29.11.2022 21:30 - 29.11.2022 21:45","11777","13547"
"29.11.2022 21:45 - 29.11.2022 22:00","11638","13328"
"29.11.2022 22:00 - 29.11.2022 22:15","11535","13096"
"29.11.2022 22:15 - 29.11.2022 22:30","11451","12937"
"29.11.2022 22:30 - 29.11.2022 22:45","11350","12724"
"29.11.2022 22:45 - 29.11.2022 23:00","11210","12525"
"29.11.2022 23:00 - 29.11.2022 23:15","11070","12354"
"29.11.2022 23:15 - 29.11.2022 23:30","10907","12166"
"29.11.2022 23:30 - 29.11.2022 23:45","10681","11962"
"29.11.2022 23:45 - 30.11.2022 00:00","10523","11734"
"30.11.2022 00:00 - 30.11.2022 00:15","10747","11546"
"30.11.2022 00:15 - 30.11.2022 00:30","10604","11406"
"30.11.2022 00:30 - 30.11.2022 00:45","10478","11250"
"30.11.2022 00:45 - 30.11.2022 01:00","10426","11050"
"30.11.2022 01:00 - 30.11.2022 01:15","10357","10876"
"30.11.2022 01:15 - 30.11.2022 01:30","10267","10760"
"30.11.2022 01:30 - 30.11.2022 01:45","10231","10663"
"30.11.2022 01:45 - 30.11.2022 02:00","10143","10615"
"30.11.2022 02:00 - 30.11.2022 02:15","10100","10562"
"30.11.2022 02:15 - 30.11.2022 02:30","10076","10523"
"30.11.2022 02:30 - 30.11.2022 02:45","10061","10488"
"30.11.2022 02:45 - 30.11.2022 03:00","10049","10440"
"30.11.2022 03:00 - 30.11.2022 03:15","10032","10470"
"30.11.2022 03:15 - 30.11.2022 03:30","10052","10471"
"30.11.2022 03:30 - 30.11.2022 03:45","10003","10464"
"30.11.2022 03:45 - 30.11.2022 04:00","9994","10445"
"30.11.2022 04:00 - 30.11.2022 04:15","10005","10474"
"30.11.2022 04:15 - 30.11.2022 04:30","10043","10489"
"30.11.2022 04:30 - 30.11.2022 04:45","10084","10506"
"30.11.2022 04:45 - 30.11.2022 05:00","10104","10534"
"30.11.2022 05:00 - 30.11.2022 05:15","10179","10656"
"30.11.2022 05:15 - 30.11.2022 05:30","10283","10776"
"30.11.2022 05:30 - 30.11.2022 05:45","10423","10922"
"30.11.2022 05:45 - 30.11.2022 06:00","10581","11119"
"30.11.2022 06:00 - 30.11.2022 06:15","10832","11555"
"30.11.2022 06:15 - 30.11.2022 06:30","11142","11948"
"30.11.2022 06:30 - 30.11.2022 06:45","11430","12230"
"30.11.2022 06:45 - 30.11.2022 07:00","11685","12485"
"30.11.2022 07:00 - 30.11.2022 07:15","12040","13041"
"30.11.2022 07:15 - 30.11.2022 07:30","12469","13488"
"30.11.2022 07:30 - 30.11.2022 07:45","12795","13978"
"30.11.2022 07:45 - 30.11.2022 08:00","13057","14383"
"30.11.2022 08:00 - 30.11.2022 08:15","13266","14763"
"30.11.2022 08:15 - 30.11.2022 08:30","13331","14931"
"30.11.2022 08:30 - 30.11.2022 08:45","13307","15088"
"30.11.2022 08:45 - 30.11.2022 09:00","13256","15236"
"30.11.2022 09:00 - 30.11.2022 09:15","13081","15276"
"30.11.2022 09:15 - 30.11.2022 09:30","12889","15184"
"30.11.2022 09:30 - 30.11.2022 09:45","12660","15079"
"30.11.2022 09:45 - 30.11.2022 10:00","12447","14980"
"30.11.2022 10:00 - 30.11.2022 10:15","12217","14854"
"30.11.2022 10:15 - 30.11.2022 10:30","12089","14719"
"30.11.2022 10:30 - 30.11.2022 10:45","11906","14597"
"30.11.2022 10:45 - 30.11.2022 11:00","11772","14458"
"30.11.2022 11:00 - 30.11.2022 11:15","11692","14289"
"30.11.2022 11:15 - 30.11.2022 11:30","11524","14152"
"30.11.2022 11:30 - 30.11.2022 11:45","11398","14030"
"30.11.2022 11:45 - 30.11.2022 12:00","11378","13904"
"30.11.2022 12:00 - 30.11.2022 12:15","11404","13744"
"30.11.2022 12:15 - 30.11.2022 12:30","11419","13596"
"30.11.2022 12:30 - 30.11.2022 12:45","11378","13506"
"30.11.2022 12:45 - 30.11.2022 13:00","11356","13524"
"30.11.2022 13:00 - 30.11.2022 13:15","11391","13511"
"30.11.2022 13:15 - 30.11.2022 13:30","11493","13535"
"30.11.2022 13:30 - 30.11.2022 13:45","11545","13705"
"30.11.2022 13:45 - 30.11.2022 14:00","11677","13799"
"30.11.2022 14:00 - 30.11.2022 14:15","11872","14017"
"30.11.2022 14:15 - 30.11.2022 14:30","12121","14223"
"30.11.2022 14:30 - 30.11.2022 14:45","12382","14394"
"30.11.2022 14:45 - 30.11.2022 15:00","12586","14522"
"30.11.2022 15:00 - 30.11.2022 15:15","12739","14706"
"30.11.2022 15:15 - 30.11.2022 15:30","12919","14917"
"30.11.2022 15:30 - 30.11.2022 15:45","13236","15098"
"30.11.2022 15:45 - 30.11.2022 16:00","13459","15257"
"30.11.2022 16:00 - 30.11.2022 16:15","13573","15444"
"30.11.2022 16:15 - 30.11.2022 16:30","13669","15603"
"30.11.2022 16:30 - 30.11.2022 16:45","13830","15849"
"30.11.2022 16:45 - 30.11.2022 17:00","14063","16220"
"30.11.2022 17:00 - 30.11.2022 17:15","14354","16410"
"30.11.2022 17:15 - 30.11.2022 17:30","14611","16605"
"30.11.2022 17:30 - 30.11.2022 17:45","14709","16665"
"30.11.2022 17:45 - 30.11.2022 18:00","14670","16561"
"30.11.2022 18:00 - 30.11.2022 18:15","14498","16265"
"30.11.2022 18:15 - 30.11.2022 18:30","14255","15967"
"30.11.2022 18:30 - 30.11.2022 18:45","14039","15834"
"30.11.2022 18:45 - 30.11.2022 19:00","13872","15679"
"30.11.2022 19:00 - 30.11.2022 19:15","13714","15461"
"30.11.2022 19:15 - 30.11.2022 19:30","13527","15365"
"30.11.2022 19:30 - 30.11.2022 19:45","13338","15241"
"30.11.2022 19:45 - 30.11.2022 20:00","13192","15128"
"30.11.2022 20:00 - 30.11.2022 20:15","13107","14844"
"30.11.2022 20:15 - 30.11.2022 20:30","13054","14634"
"30.11.2022 20:30 - 30.11.2022 20:45","12906","14469"
"30.11.2022 20:45 - 30.11.2022 21:00","12737","14366"
"30.11.2022 21:00 - 30.11.2022 21:15","12546","14210"
"30.11.2022 21:15 - 30.11.2022 21:30","12395","14059"
"30.11.2022 21:30 - 30.11.2022 21:45","12237","13767"
"30.11.2022 21:45 - 30.11.2022 22:00","12021","13580"
"30.11.2022 22:00 - 30.11.2022 22:15","11781","13321"
"30.11.2022 22:15 - 30.11.2022 22:30","11567","13158"
"30.11.2022 22:30 - 30.11.2022 22:45","11369","12946"
"30.11.2022 22:45 - 30.11.2022 23:00","11156","12708"
"30.11.2022 23:00 - 30.11.2022 23:15","10961","12550"
"30.11.2022 23:15 - 30.11.2022 23:30","10772","12385"
"30.11.2022 23:30 - 30.11.2022 23:45","10566","12154"
"30.11.2022 23:45 - 01.12.2022 00:00","10395","11921"
"01.12.2022 00:00 - 01.12.2022 00:15","10273","11737"
"01.12.2022 00:15 - 01.12.2022 00:30","10122","11535"
"01.12.2022 00:30 - 01.12.2022 00:45","9967","11317"
"01.12.2022 00:45 - 01.12.2022 01:00","9805","11180"
"01.12.2022 01:00 - 01.12.2022 01:15","9655","11032"
"01.12.2022 01:15 - 01.12.2022 01:30","9533","10914"
"01.12.2022 01:30 - 01.12.2022 01:45","9419","10789"
"01.12.2022 01:45 - 01.12.2022 02:00","9339","10699"
"01.12.2022 02:00 - 01.12.2022 02:15","9307","10642"
"01.12.2022 02:15 - 01.12.2022 02:30","9273","10605"
"01.12.2022 02:30 - 01.12.2022 02:45","9190","10545"
"01.12.2022 02:45 - 01.12.2022 03:00","9146","10514"
"01.12.2022 03:00 - 01.12.2022 03:15","9143","10554"
"01.12.2022 03:15 - 01.12.2022 03:30","9169","10558"
"01.12.2022 03:30 - 01.12.2022 03:45","9192","10573"
"01.12.2022 03:45 - 01.12.2022 04:00","9177","10550"
"01.12.2022 04:00 - 01.12.2022 04:15","9161","10579"
"01.12.2022 04:15 - 01.12.2022 04:30","9121","10586"
"01.12.2022 04:30 - 01.12.2022 04:45","9156","10605"
"01.12.2022 04:45 - 01.12.2022 05:00","9202","10646"
"01.12.2022 05:00 - 01.12.2022 05:15","9347","10779"
"01.12.2022 05:15 - 01.12.2022 05:30","9564","10885"
"01.12.2022 05:30 - 01.12.2022 05:45","9776","11073"
"01.12.2022 05:45 - 01.12.2022 06:00","9997","11276"
"01.12.2022 06:00 - 01.12.2022 06:15","10220","11669"
"01.12.2022 06:15 - 01.12.2022 06:30","10536","12054"
"01.12.2022 06:30 - 01.12.2022 06:45","10869","12396"
"01.12.2022 06:45 - 01.12.2022 07:00","11187","12747"
"01.12.2022 07:00 - 01.12.2022 07:15","11655","13185"
"01.12.2022 07:15 - 01.12.2022 07:30","12057","13703"
"01.12.2022 07:30 - 01.12.2022 07:45","12410","14159"
"01.12.2022 07:45 - 01.12.2022 08:00","12698","14470"
"01.12.2022 08:00 - 01.12.2022 08:15","12903","14829"
"01.12.2022 08:15 - 01.12.2022 08:30","13012","14961"
"01.12.2022 08:30 - 01.12.2022 08:45","13034","15107"
"01.12.2022 08:45 - 01.12.2022 09:00","13035","15250"
"01.12.2022 09:00 - 01.12.2022 09:15","13003","15235"
"01.12.2022 09:15 - 01.12.2022 09:30","12928","15144"
"01.12.2022 09:30 - 01.12.2022 09:45","12786","14910"
"01.12.2022 09:45 - 01.12.2022 10:00","12540","14772"
"01.12.2022 10:00 - 01.12.2022 10:15","12292","14603"
"01.12.2022 10:15 - 01.12.2022 10:30","12149","14385"
"01.12.2022 10:30 - 01.12.2022 10:45","12008","14183"
"01.12.2022 10:45 - 01.12.2022 11:00","11858","13998"
"01.12.2022 11:00 - 01.12.2022 11:15","11758","13803"
"01.12.2022 11:15 - 01.12.2022 11:30","11664","13606"
"01.12.2022 11:30 - 01.12.2022 11:45","11609","13472"
"01.12.2022 11:45 - 01.12.2022 12:00","11591","13342"
"01.12.2022 12:00 - 01.12.2022 12:15","11579","13195"
"01.12.2022 12:15 - 01.12.2022 12:30","11529","13111"
"01.12.2022 12:30 - 01.12.2022 12:45","11399","13064"
"01.12.2022 12:45 - 01.12.2022 13:00","11434","12993"
"01.12.2022 13:00 - 01.12.2022 13:15","11596","13143"
"01.12.2022 13:15 - 01.12.2022 13:30","11758","13244"
"01.12.2022 13:30 - 01.12.2022 13:45","11870","13322"
"01.12.2022 13:45 - 01.12.2022 14:00","11950","13417"
"01.12.2022 14:00 - 01.12.2022 14:15","12058","13431"
"01.12.2022 14:15 - 01.12.2022 14:30","12234","13578"
"01.12.2022 14:30 - 01.12.2022 14:45","12439","13786"
"01.12.2022 14:45 - 01.12.2022 15:00","12641","14032"
"01.12.2022 15:00 - 01.12.2022 15:15","12786","14236"
"01.12.2022 15:15 - 01.12.2022 15:30","13059","14524"
"01.12.2022 15:30 - 01.12.2022 15:45","13398","14757"
"01.12.2022 15:45 - 01.12.2022 16:00","13558","15004"
"01.12.2022 16:00 - 01.12.2022 16:15","13622","15150"
"01.12.2022 16:15 - 01.12.2022 16:30","13742","15367"
"01.12.2022 16:30 - 01.12.2022 16:45","13851","15677"
"01.12.2022 16:45 - 01.12.2022 17:00","14064","16084"
"01.12.2022 17:00 - 01.12.2022 17:15","14280","16285"
"01.12.2022 17:15 - 01.12.2022 17:30","14392","16450"
"01.12.2022 17:30 - 01.12.2022 17:45","14439","16471"
"01.12.2022 17:45 - 01.12.2022 18:00","14375","16404"
"01.12.2022 18:00 - 01.12.2022 18:15","14177","16216"
"01.12.2022 18:15 - 01.12.2022 18:30","13929","15968"
"01.12.2022 18:30 - 01.12.2022 18:45","13721","15800"
"01.12.2022 18:45 - 01.12.2022 19:00","13544","15646"
"01.12.2022 19:00 - 01.12.2022 19:15","13416","15448"
"01.12.2022 19:15 - 01.12.2022 19:30","13320","15297"
"01.12.2022 19:30 - 01.12.2022 19:45","13178","15139"
"01.12.2022 19:45 - 01.12.2022 20:00","13042","15062"
"01.12.2022 20:00 - 01.12.2022 20:15","12905","14858"
"01.12.2022 20:15 - 01.12.2022 20:30","12791","14697"
"01.12.2022 20:30 - 01.12.2022 20:45","12630","14556"
"01.12.2022 20:45 - 01.12.2022 21:00","12521","14385"
"01.12.2022 21:00 - 01.12.2022 21:15","12363","14219"
"01.12.2022 21:15 - 01.12.2022 21:30","12255","14019"
"01.12.2022 21:30 - 01.12.2022 21:45","12114","13816"
"01.12.2022 21:45 - 01.12.2022 22:00","11985","13572"
"01.12.2022 22:00 - 01.12.2022 22:15","11780","13306"
"01.12.2022 22:15 - 01.12.2022 22:30","11601","13105"
"01.12.2022 22:30 - 01.12.2022 22:45","11447","12781"
"01.12.2022 22:45 - 01.12.2022 23:00","11324","12514"
"01.12.2022 23:00 - 01.12.2022 23:15","11194","12356"
"01.12.2022 23:15 - 01.12.2022 23:30","10990","12227"
"01.12.2022 23:30 - 01.12.2022 23:45","10769","12050"
"01.12.2022 23:45 - 02.12.2022 00:00","10662","11841"
"02.12.2022 00:00 - 02.12.2022 00:15","10637","11723"
"02.12.2022 00:15 - 02.12.2022 00:30","10578","11557"
"02.12.2022 00:30 - 02.12.2022 00:45","10470","11384"
"02.12.2022 00:45 - 02.12.2022 01:00","10379","11210"
"02.12.2022 01:00 - 02.12.2022 01:15","10294","11064"
"02.12.2022 01:15 - 02.12.2022 01:30","10204","10987"
"02.12.2022 01:30 - 02.12.2022 01:45","10137","10864"
"02.12.2022 01:45 - 02.12.2022 02:00","10078","10744"
"02.12.2022 02:00 - 02.12.2022 02:15","10013","10646"
